title,make,model,year,mileagekm,location,fueltype,registeredcity,color,enginecapacitycc,assembly,automatic,pricePKR,VXR,VXL
Suzuki Swift 1.3 DX 2015,Suzuki,Swift,2015,119210,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",CompressedNaturalGas,C,unknownColor,1439,unknownAssembly,manual,1520000,0,0
Toyota Vitz 1.0 F Spider 2015,Toyota,Vitz,2015,73215,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Grey,1439,unknownAssembly,automatic,2180000,0,0
Daihatsu Hijet 660cc Deluxe 2 Pwr 2013,Daihatsu,Hijet Cargo,2013,239764,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,660,unknownAssembly,manual,1270000,0,0
Toyota Corolla 1.3 GLI Super ECT 2017,Toyota,Corolla,2017,98352,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Islamabad,Silver,1439,unknownAssembly,automatic,2900000,0,0
Daihatsu Cuore 850cc CX Eco 2010,Daihatsu,Cuore,2010,85129,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",PetrolCompressedNaturalGas,Karachi,Beige,850,unknownAssembly,manual,760000,0,0
Mitsubishi MiniCab 660cc 2 pwr 2011,Mitsubishi,MiniCab,2011,101636,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,660,unknownAssembly,automatic,980000,0,0
FAW Carrier 1.0.0 2017,FAW,Carrier,2017,1541112,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,1439,unknownAssembly,manual,525000,0,0
Honda Civic 1.8 i-VTEC 2015,Honda,Civic,2015,12344,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Grey,1439,unknownAssembly,manual,2300000,0,0
Suzuki Cultus 1.0 VXRi 2010,Suzuki,Cultus,2010,65101,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",PetrolCompressedNaturalGas,Lahore,Grey,1439,unknownAssembly,manual,960000,1,0
Toyota Corolla 1.3 GLI New Key Super ECT 2016,Toyota,Corolla,2016,85458,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,1439,unknownAssembly,automatic,2580000,0,0
Nissan Juke 1.5 Red Interior 2011,Nissan,Juke,2011,95515,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Red,1439,unknownAssembly,automatic,2180000,0,0
Suzuki Alto 660cc VXR 2021,Suzuki,Alto,2021,33760,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Silver,660,unknownAssembly,manual,1610000,1,0
Suzuki Cultus 1.0 VXR Euro II 2013,Suzuki,Cultus,2015,1180000,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",PetrolCompressedNaturalGas,Karachi,White,1439,unknownAssembly,manual,1180000,1,0
Suzuki Cultus 1.0 Limited Edition 2016,Suzuki,Cultus,2016,22255,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Grey,1439,unknownAssembly,manual,1330000,0,0
Suzuki Swift 1.3 DX 2015,Suzuki,Swift,2015,162018,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Multan,White,1439,unknownAssembly,manual,1400000,0,0
Suzuki Cultus 1.0 VXL 2018,Suzuki,Cultus,2018,46272,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Grey,1439,unknownAssembly,manual,1930000,0,1
Honda Civic 1.8 i-VTEC Oriel Prosmatec UG-Reborn 2012,Honda,Civic,2012,80012,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,1439,unknownAssembly,automatic,2000000,0,0
Suzuki Alto 660cc F 2014,Suzuki,Alto,2014,70407,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Brown,660,unknownAssembly,automatic,1480000,0,0
Suzuki Mehran 800cc VX 2004,Suzuki,Mehran,2004,96731,"94 Street 7, I-10/3 I 10/3 I-10, Islamabad, Pakistan, Islamabad",PetrolCompressedNaturalGas,Karachi,White,800,unknownAssembly,manual,250000,0,0
Suzuki Swift 1.3 DX 2015,Suzuki,Swift,2015,102052,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",CompressedNaturalGas,C,unknownColor,1439,unknownAssembly,manual,1460000,0,0
Honda City 1.3 i-DSI 2005,Honda,City,2005,441116,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Islamabad,Silver,1439,unknownAssembly,manual,1100000,0,0
Honda City 1.3 i-VTEC 2018,Honda,City,2018,87345,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Lahore,White,1439,unknownAssembly,manual,2400000,0,0
Daihatsu Cuore 850cc CX Eco 2008,Daihatsu,Cuore,2008,118457,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",PetrolCompressedNaturalGas,Karachi,Gold,850,unknownAssembly,manual,630000,0,0
Suzuki Alto 660cc VXR 2021,Suzuki,Alto,2021,13417,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,660,unknownAssembly,manual,1750000,1,0
Suzuki Cultus 1.0 VXR Euro II 2015,Suzuki,Cultus,2015,94393,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,1439,unknownAssembly,manual,1180000,1,0
Honda City 1.3 i-VTEC Prosmatec 2018,Honda,City,2018,101707,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Lahore,Silver,1439,unknownAssembly,automatic,2650000,0,0
Suzuki Swift 1.3 DX 2015,Suzuki,Swift,2015,118747,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Peshawar,White,1439,unknownAssembly,manual,1380000,0,0
Toyota Corolla 1.6 Altis Super ECT Old Key 2016,Toyota,Corolla,2016,84431,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Lahore,Black,1439,unknownAssembly,automatic,2850000,0,0
Honda Fit 1.5 Hybrid 2014,Honda,Fit,2014,75443,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",PetrolElectric,Islamabad,White,1439,unknownAssembly,automatic,2450000,0,0
Toyota Corolla 1.3 GLI 2012,Toyota,Corolla,2012,108463,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Islamabad,Black,1439,unknownAssembly,manual,1900000,0,0
Toyota Corolla 1.3 XLI - Old Shape 2014,Toyota,Corolla,2014,136821,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Islamabad,White,1439,unknownAssembly,manual,2000000,0,0
Toyota Hilux 3.0D Vigo Champ G 2012,Toyota,Hilux,2012,86200,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Diesel,Karachi,White,1439,unknownAssembly,automatic,5200000,0,0
Honda Vezel 1.5 Hybrid Z 2015,Honda,Vezel,2015,71402,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",PetrolElectric,Karachi,Red,1439,unknownAssembly,automatic,3200000,0,0
Honda Civic 1.8 i-VTEC Oriel CVT UG 2017,Honda,Civic,2017,85518,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Lahore,White,1439,unknownAssembly,automatic,3480000,0,0
Honda Civic 1.8 i-VTEC 2013,Honda,Civic,2013,206484,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Lahore,White,1439,unknownAssembly,manual,2120000,0,0
Suzuki Alto 660cc VXR 2021,Suzuki,Alto,2021,18699,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,660,unknownAssembly,manual,1750000,1,0
Nissan Dayz 660cc Highway Star X 2014,Nissan,Dayz,2014,100221,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Black,660,unknownAssembly,automatic,1680000,0,0
Toyota Land Cruiser 2.7 Prado TXL 2004,Toyota,Land Cruiser,2004,129751,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Black,1439,unknownAssembly,automatic,5600000,0,0
Honda Civic 1.8 i-VTEC Prosmatec 2008,Honda,Civic,2008,101438,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Black,1439,unknownAssembly,automatic,1350000,0,0
Honda Civic 1.8 i-VTEC 2010,Honda,Civic,2010,104431,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",CompressedNaturalGas,C,unknownColor,1439,unknownAssembly,manual,1520000,0,0
Honda Vezel 1.5 Hybrid X 2014,Honda,Vezel,2014,71263,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",PetrolElectric,Islamabad,White,1439,unknownAssembly,automatic,3150000,0,0
Suzuki Alto 1.0 VXR 2011,Suzuki,Alto,2011,144948,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",PetrolCompressedNaturalGas,Karachi,White,1439,unknownAssembly,manual,860000,1,0
Suzuki Alto 660cc VXR 2021,Suzuki,Alto,2021,20727,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,660,unknownAssembly,manual,1750000,1,0
Suzuki Cultus 1.0 VXR Euro II 2014,Suzuki,Cultus,2014,3901,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,1439,unknownAssembly,manual,1180000,1,0
Suzuki Bolan 800cc VX 2014,Suzuki,Bolan,2014,129292,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Lahore,White,800,unknownAssembly,manual,650000,0,0
Toyota Corolla 1.3 XLI - Old Shape 2014,Toyota,Corolla,2014,122707,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,1439,unknownAssembly,manual,1800000,0,0
Suzuki Wagon R 1.0 VXL 2018,Suzuki,Wagon R,2018,136067,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Lahore,Grey,1439,unknownAssembly,manual,1480000,0,1
KIA Sportage 2.0 AWD 2020,KIA,Sportage,2020,25607,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,1439,unknownAssembly,automatic,5700000,0,0
Suzuki Swift 1.3 DX 2014,Suzuki,Swift,2014,87382,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Peshawar,White,1439,unknownAssembly,manual,1350000,0,0
Suzuki Cultus 1.0 VXL 2018,Suzuki,Cultus,2018,108890,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,1439,unknownAssembly,manual,1850000,0,1
Daihatsu Hijet 660cc 2 PWR 2016,Daihatsu,Hijet,2016,70867,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,660,unknownAssembly,automatic,1550000,0,0
Suzuki Cultus 1.0 Limited Edition 2016,Suzuki,Cultus,2016,92212,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Beige,1439,unknownAssembly,manual,1300000,0,0
Suzuki Cultus 1.0 VXR Euro II 2015,Suzuki,Cultus,2015,87211,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,1439,unknownAssembly,manual,1250000,1,0
Suzuki Swift 1.3 DX 2011,Suzuki,Swift,2011,190056,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Grey,1439,unknownAssembly,manual,1100000,0,0
Suzuki Cultus 1.0 VXR Euro II 2015,Suzuki,Cultus,2015,78474,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Pink,1439,unknownAssembly,manual,1170000,1,0
Suzuki Alto 660cc VXR 2021,Suzuki,Alto,2021,21592,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,660,unknownAssembly,manual,1725000,1,0
Suzuki Cultus 1.0 Limited Edition 2016,Suzuki,Cultus,2016,77590,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Grey,1439,unknownAssembly,manual,1380000,0,0
Suzuki Swift 1.3 DX 2015,Suzuki,Swift,2015,183208,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Peshawar,White,1439,unknownAssembly,manual,1450000,0,0
Suzuki Alto 660cc VXR 2021,Suzuki,Alto,2021,5506,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,660,unknownAssembly,manual,1780000,1,0
Suzuki Cultus 1.0 Limited Edition 2016,Suzuki,Cultus,2016,26631,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Grey,1439,unknownAssembly,manual,1280000,0,0
Toyota Corolla 1.3 GLI -Super ECT 2015,Toyota,Corolla,2015,73315,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Black,1439,unknownAssembly,automatic,2470000,0,0
Suzuki Cultus 1.0 VXR Euro II 2015,Suzuki,Cultus,2015,8438,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,1439,unknownAssembly,manual,1280000,1,0
Daihatsu Mira 660cc LSA 2019,Daihatsu,Mira,2019,23362,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Silver,660,unknownAssembly,automatic,2350000,0,0
Suzuki Cultus 1.0 VXRi 2007,Suzuki,Cultus,2007,78830,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",PetrolCompressedNaturalGas,Karachi,White,1439,unknownAssembly,manual,630000,1,0
Daihatsu Cuore 850cc CX 2008,Daihatsu,Cuore,2008,77320,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",PetrolCompressedNaturalGas,Karachi,White,850,unknownAssembly,manual,650000,0,0
Toyota Corolla 1.3 GLI 2013,Toyota,Corolla,2013,150147,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Purple,1439,unknownAssembly,manual,1750000,0,0
Suzuki Cultus 1.0 VXLi 2008,Suzuki,Cultus,2008,52898,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",PetrolCompressedNaturalGas,Karachi,Blue,1439,unknownAssembly,manual,820000,0,1
Suzuki Alto 660cc VXR 2020,Suzuki,Alto,2020,27572,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Silver,660,unknownAssembly,manual,1650000,1,0
Honda City 1.3 i-VTEC 2017,Honda,City,2017,130862,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Grey,1439,unknownAssembly,manual,2200000,0,0
Mitsubishi EK Wagon 660cc 2008,Mitsubishi,EK Wagon,2008,111452,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Black,660,unknownAssembly,automatic,1230000,0,0
Toyota Vitz 1.0 B 2006,Toyota,Vitz,2006,166638,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,1439,unknownAssembly,automatic,1400000,0,0
Suzuki Cultus 1.0 VXLi 2008,Suzuki,Cultus,2008,29737,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",PetrolCompressedNaturalGas,Karachi,Blue,1439,unknownAssembly,manual,860000,0,1
Nissan Clipper 660 2013,Nissan,Clipper,2013,125482,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Grey,660,unknownAssembly,manual,1100000,0,0
Suzuki Alto 660cc VXR 2021,Suzuki,Alto,2021,22859,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,660,unknownAssembly,manual,1750000,1,0
Honda Civic 1.8 i-VTEC - Reborn 2012,Honda,Civic,2012,242476,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Black,1439,unknownAssembly,manual,1600000,0,0
Suzuki Mehran 800cc VXR Euro II 2017,Suzuki,Mehran,2017,27512,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,800,unknownAssembly,manual,830000,1,0
Nissan Clipper 660cc NV-100 2012,Nissan,Clipper,2012,150626,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Islamabad,White,660,unknownAssembly,automatic,1100000,0,0
Mazda Scrum 660cc 4-pwr Turbo 2013,Mazda,Scrum,2013,190066,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Black,660,unknownAssembly,automatic,1530000,0,0
Honda City 1.5 i-VTEC Aspire 2015,Honda,City,2015,202039,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Lahore,White,1439,unknownAssembly,manual,2150000,0,0
Suzuki Mehran 800cc VX 2009,Suzuki,Mehran,2009,21974,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,800,unknownAssembly,manual,490000,0,0
Toyota Corolla 1.3 XLI - Old Shape 2014,Toyota,Corolla,2014,156436,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Lahore,White,1439,unknownAssembly,manual,1930000,0,0
Honda Civic 1.8 i-VTEC Oriel Prosmatec UG 2014,Honda,Civic,2014,76416,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Black,1439,unknownAssembly,automatic,2610000,0,0
Toyota Corolla 1.3 XLI 2013,Toyota,Corolla,2013,127637,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Red,1439,unknownAssembly,manual,1780000,0,0
Suzuki Alto 660cc VXL AGS 2019,Suzuki,Alto,2019,19906,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Grey,660,unknownAssembly,automatic,1800000,0,1
Toyota Aqua 1.5 S Push Start 2015,Toyota,Aqua,2015,99629,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",PetrolElectric,Karachi,Silver,1439,unknownAssembly,automatic,2750000,0,0
Suzuki Cultus 1.0 VXR Euro II 2015,Suzuki,Cultus,2015,59520,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Grey,1439,unknownAssembly,manual,1180000,1,0
Honda City 1.3 i-VTEC 2018,Honda,City,2018,67904,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Lahore,White,1439,unknownAssembly,manual,2500000,0,0
Toyota Corolla 1.3 GLI 2012,Toyota,Corolla,2012,82753,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Red,1439,unknownAssembly,manual,1850000,0,0
Suzuki Swift 1.3 DX 2015,Suzuki,Swift,2015,105238,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Peshawar,White,1439,unknownAssembly,manual,1520000,0,0
Suzuki Cultus 1.0 VXR 2007,Suzuki,Cultus,2007,76499,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",PetrolCompressedNaturalGas,Karachi,Black,1439,unknownAssembly,manual,740000,1,0
Subaru Pleo 660cc L 2016,Subaru,Pleo,2016,81835,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Blue,660,unknownAssembly,automatic,1560000,0,0
Toyota Corolla 1.8 Altis Grande CVT-i Cruisetronic 2016,Toyota,Corolla,2016,136219,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Lahore,White,1439,unknownAssembly,automatic,2870000,0,0
Suzuki Swift 1.2 XG 2013,Suzuki,Swift,2007,126925,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Black,1439,unknownAssembly,automatic,1450000,0,0
Honda Civic 1.6 VTi Oriel Prosmatec 2002,Honda,Civic,2002,141622,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,Pink,1439,unknownAssembly,automatic,980000,0,0
Suzuki Alto 660cc VXR 2020,Suzuki,Alto,2020,48381,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Karachi,White,660,unknownAssembly,manual,1630000,1,0
Toyota Corolla 1.3 XLI 2010,Toyota,Corolla,2011,75652,"Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi",Petrol,Karachi,White,1439,unknownAssembly,manual,1450000,0,0
Honda Civic 1.8 i-VTEC Oriel CVT UG 2018,Honda,Civic,2018,73595,"Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore",Petrol,Islamabad,White,1439,unknownAssembly,automatic,3650000,0,0
