web-scraper-order,web-scraper-start-url,links,links-href,title,mileage,location,registeryear,fueltype,registeredcity,color,enginecapacity,assembly,bodytype,automatic,pages,pages-href,price
"1648914321-423","https://www.pakwheels.com/used-cars/search/-/","Toyota Prado  2017 TX L Package 2.7 for Sale","https://www.pakwheels.com/used-cars/toyota-prado-2017-for-sale-in-islamabad-5026636","Toyota Prado TX L Package 2.7 2017","27,500 km","null","null","Petrol","Un-Registered","Pearl White","2700 cc","Imported","null","Automatic","Last »","https://www.pakwheels.com/used-cars/search/-/?page=3162","PKR 2.5 crore"
"1648914745-561","https://www.pakwheels.com/used-cars/search/-/","Toyota Prado  2012 TX 2.7 for Sale","https://www.pakwheels.com/used-cars/toyota-prado-2012-for-sale-in-islamabad-6066020","Toyota Prado TX 2.7 2012","90,000 km","null","null","Petrol","Islamabad","White","2700 cc","Imported","null","Automatic","","","PKR 1.42 crore"
"1648914386-440","https://www.pakwheels.com/used-cars/search/-/","Toyota Prado  2013 TX 4.0 for Sale","https://www.pakwheels.com/used-cars/toyota-prado-2013-for-sale-in-lahore-6064487","Toyota Prado TX 4.0 2013","70,000 km","null","null","Petrol","Islamabad","White","4000 cc","Imported","null","Automatic","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 1.59 crore"
"1648914312-421","https://www.pakwheels.com/used-cars/search/-/","Suzuki Alto  2010 VXR for Sale","https://www.pakwheels.com/used-cars/suzuki-alto-2010-for-sale-in-peshawar-4423697","Suzuki Alto VXR 2010","1,234 km","null","null","Petrol","Peshawar","White","1000 cc","null","null","null","Last »","https://www.pakwheels.com/used-cars/search/-/?page=3162","PKR 7.2 lacs"
"1648914792-574","https://www.pakwheels.com/used-cars/search/-/","Honda City  2022 1.2L M/T for Sale","https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-6006962","Honda City 1.2L M/T 2022","100 km","null","null","Petrol","Un-Registered","White","1200 cc","null","null","null","","","PKR 34 lacs"
"1648914741-560","https://www.pakwheels.com/used-cars/search/-/","Honda Civic  2001 VTi Oriel 1.6 for Sale","https://www.pakwheels.com/used-cars/honda-civic-2001-for-sale-in-chiniot-6066019","Honda Civic VTi Oriel 1.6 2001","245,467 km","null","null","Petrol","Sindh","Pink","1600 cc","null","null","null","","","PKR 9.6 lacs"
"1648914609-516","https://www.pakwheels.com/used-cars/search/-/","Suzuki Wagon R  2022 VXL for Sale","https://www.pakwheels.com/used-cars/suzuki-wagon-r-2022-for-sale-in-chishtian-6065992","Suzuki Wagon R VXL 2022","10 km","null","null","Petrol","Un-Registered","White","1000 cc","null","null","null","3","https://www.pakwheels.com/used-cars/search/-/?page=3","PKR 21.9 lacs"
"1648914412-449","https://www.pakwheels.com/used-cars/search/-/","Toyota Rush  2019 G A/T for Sale","https://www.pakwheels.com/used-cars/toyota-rush-2019-for-sale-in-hyderabad-6065942","Toyota Rush G A/T 2019","61,000 km","null","null","Petrol","Sindh","Black","1500 cc","Imported","null","Automatic","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 57 lacs"
"1648914530-488","https://www.pakwheels.com/used-cars/search/-/","Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale","https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-6065972","Honda Civic Oriel 1.8 i-VTEC CVT 2018","33,000 km","null","null","Petrol","Lahore","Black","1800 cc","null","null","Automatic","4","https://www.pakwheels.com/used-cars/search/-/?page=4","PKR 38.75 lacs"
"1648914459-464","https://www.pakwheels.com/used-cars/search/-/","Suzuki Alto  2013 ECO-L for Sale","https://www.pakwheels.com/used-cars/suzuki-alto-2013-for-sale-in-islamabad-6065720","Suzuki Alto ECO-L 2013","100,000 km","null","null","Petrol","Islamabad","Blue","660 cc","Imported","null","Automatic","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 14.75 lacs"
"1648914629-523","https://www.pakwheels.com/used-cars/search/-/","Proton Saga  2021 1.3L Standard M/T for Sale","https://www.pakwheels.com/used-cars/proton-saga-2021-for-sale-in-islamabad-5929550","Proton Saga 1.3L Standard M/T 2021","4,000 km","null","2021","Petrol","Islamabad","White","1300 cc","Imported","null","null","3","https://www.pakwheels.com/used-cars/search/-/?page=3","PKR 23.5 lacs"
"1648914795-575","https://www.pakwheels.com/used-cars/search/-/","Toyota Fortuner  2021 2.8 Sigma 4 for Sale","https://www.pakwheels.com/used-cars/toyota-fortuner-2021-for-sale-in-lahore-6034093","Toyota Fortuner 2.8 Sigma 4 2021","15,500 km","null","2021","null","Lahore","Black","2800 cc","null","null","Automatic","","","PKR 1.11 crore"
"1648914409-448","https://www.pakwheels.com/used-cars/search/-/","Suzuki Mehran  2016 VX Euro II for Sale","https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-faisalabad-5702737","Suzuki Mehran VX Euro II 2016","74,000 km","null","null","Petrol","Punjab","Grey","800 cc","null","null","null","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 8.5 lacs"
"1648914623-521","https://www.pakwheels.com/used-cars/search/-/","Honda Civic Rebirth 2014 VTi 1.8 i-VTEC for Sale","https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-multan-6065998","Honda Civic VTi 1.8 i-VTEC 2014","200,000 km","null","null","Petrol","Islamabad","White","1800 cc","null","null","null","3","https://www.pakwheels.com/used-cars/search/-/?page=3","PKR 24.5 lacs"
"1648914727-556","https://www.pakwheels.com/used-cars/search/-/","Toyota Corolla  2015 Altis Grande CVT-i 1.8 fo...","https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-faisalabad-6066015","Toyota Corolla Altis Grande CVT-i 1.8 2015","95,000 km","null","null","Petrol","Islamabad","Grey","1800 cc","null","null","Automatic","","","PKR 29 lacs"
"1648914811-581","https://www.pakwheels.com/used-cars/search/-/","Audi e-tron  2022 50 Quattro 230 kW for Sale","https://www.pakwheels.com/used-cars/audi-e-tron-2022-for-sale-in-lahore-6066003","Audi e-tron 50 Quattro 230 kW 2022","50 km","96 FeroazPur road Ichra Lahore","null","null","Un-Registered","White","60.0 kWh","null","null","Automatic","","","PKR 1.85 crore"
"1648914432-456","https://www.pakwheels.com/used-cars/search/-/","Honda City  2017 1.3 i-VTEC for Sale","https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-islamabad-6064395","Honda City 1.3 i-VTEC 2017","72,000 km","null","null","Petrol","Islamabad","Black","1300 cc","null","null","null","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 26.5 lacs"
"1648914480-470","https://www.pakwheels.com/used-cars/search/-/","KIA Sportage  2021 AWD for Sale","https://www.pakwheels.com/used-cars/kia-sportage-2021-for-sale-in-karachi-5958336","KIA Sportage AWD 2021","7,500 km","New M.A jinnah road, karachi, sindh, pakistan","2021","Petrol","Un-Registered","White","2000 cc","null","null","Automatic","4","https://www.pakwheels.com/used-cars/search/-/?page=4","PKR 56.5 lacs"
"1648914398-444","https://www.pakwheels.com/used-cars/search/-/","Suzuki Alto  2021 VXR for Sale","https://www.pakwheels.com/used-cars/suzuki-alto-2021-for-sale-in-multan-6065939","Suzuki Alto VXR 2021","5,300 km","null","2021","Petrol","Multan","White","660 cc","null","null","null","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 18.25 lacs"
"1648914604-514","https://www.pakwheels.com/used-cars/search/-/","Suzuki Wagon R  2018 Hybrid FZ for Sale","https://www.pakwheels.com/used-cars/suzuki-wagon-r-2018-for-sale-in-faisalabad-6065990","Suzuki Wagon R Hybrid FZ 2018","48,000 km","Hockey Stadium Near Gourmet Bakery","null","null","Islamabad","Silver","660 cc","Imported","null","Automatic","3","https://www.pakwheels.com/used-cars/search/-/?page=3","PKR 26.5 lacs"
