web-scraper-order,web-scraper-start-url,links,links-href,title,mileage,location,registeryear,fueltype,registeredcity,color,enginecapacity,assembly,bodytype,automatic,pages,pages-href,price
"1648913520-352","https://www.pakwheels.com/used-cars/search/-/","Daihatsu Hijet  2012 Cruise for Sale","https://www.pakwheels.com/used-cars/daihatsu-hijet-2012-for-sale-in-hyderabad-6065976","Daihatsu Hijet Cruise 2012","170,000 km","null","null","Petrol","Karachi","White","660 cc","Imported","null","Automatic","3","https://www.pakwheels.com/used-cars/search/-/?page=3","PKR 12 lacs"
"1648913356-318","https://www.pakwheels.com/used-cars/search/-/","Toyota Corolla  2011 XLi VVTi Limited Edition ...","https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-islamabad-6016494","Toyota Corolla XLi VVTi Limited Edition 2011","220,000 km","null","null","Petrol","Islamabad","White","1300 cc","null","null","null","4","https://www.pakwheels.com/used-cars/search/-/?page=4","PKR 19.5 lacs"
"1648913788-408","https://www.pakwheels.com/used-cars/search/-/","Toyota Hilux  2020 Revo V Automatic 2.8 for Sale","https://www.pakwheels.com/used-cars/toyota-hilux-2020-for-sale-in-lahore-6065968","Toyota Hilux Revo V Automatic 2.8 2020","21,000 km","34-A, Jail Road Lahore","null","null","Lahore","Black","2800 cc","null","null","Automatic","","","PKR 82.5 lacs"
"1648913091-264","https://www.pakwheels.com/used-cars/search/-/","Honda Civic Rebirth 2013 VTi Oriel Prosmatec 1...","https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-multan-6045246","Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2013","20 km","null","null","Petrol","Lahore","White","1800 cc","null","null","Automatic","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 25 lacs"
"1648913436-334","https://www.pakwheels.com/used-cars/search/-/","Toyota Corolla  2021 Altis Automatic 1.6 for Sale","https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-lahore-6065958","Toyota Corolla Altis Automatic 1.6 2021","5,000 km","null","2021","Petrol","Un-Registered","White","1600 cc","null","null","Automatic","3","https://www.pakwheels.com/used-cars/search/-/?page=3","PKR 38.75 lacs"
"1648913708-391","https://www.pakwheels.com/used-cars/search/-/","Honda Civic  2022 Standard for Sale","https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-lahore-6066001","Honda Civic Standard 2022","1 km","null","null","Petrol","Un-Registered","White","1500 cc","null","null","Automatic","","","PKR 56.5 lacs"
"1648913590-366","https://www.pakwheels.com/used-cars/search/-/","Suzuki Every  2012  for Sale","https://www.pakwheels.com/used-cars/suzuki-every-2012-for-sale-in-faisalabad-6065979","Suzuki Every 2012","99,000 km","null","null","Petrol","Lahore","White","1000 cc","Imported","null","Automatic","2","https://www.pakwheels.com/used-cars/search/-/?page=2","PKR 12.9 lacs"
"1648913316-310","https://www.pakwheels.com/used-cars/search/-/","Toyota Rush  2019 G A/T for Sale","https://www.pakwheels.com/used-cars/toyota-rush-2019-for-sale-in-hyderabad-6065942","Toyota Rush G A/T 2019","61,000 km","null","null","Petrol","Sindh","Black","1500 cc","Imported","null","Automatic","4","https://www.pakwheels.com/used-cars/search/-/?page=4","PKR 57 lacs"
"1648913779-406","https://www.pakwheels.com/used-cars/search/-/","KIA Sportage  2021 AWD for Sale","https://www.pakwheels.com/used-cars/kia-sportage-2021-for-sale-in-karachi-5958336","KIA Sportage AWD 2021","7,500 km","New M.A jinnah road, karachi, sindh, pakistan","2021","Petrol","Un-Registered","White","2000 cc","null","null","Automatic","","","PKR 56.5 lacs"
"1648913135-273","https://www.pakwheels.com/used-cars/search/-/","Honda Civic Rebirth 2015 Oriel Prosmatec UG fo...","https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-islamabad-6065576","Honda Civic Oriel Prosmatec UG 2015","160,000 km","null","null","Petrol","Islamabad","White","1800 cc","null","null","Automatic","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 29.75 lacs"
"1648913689-387","https://www.pakwheels.com/used-cars/search/-/","Honda Civic Rebirth 2014 VTi 1.8 i-VTEC for Sale","https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-multan-6065998","Honda Civic VTi 1.8 i-VTEC 2014","200,000 km","null","null","Petrol","Islamabad","White","1800 cc","null","null","null","","","PKR 24.5 lacs"
"1648913298-306","https://www.pakwheels.com/used-cars/search/-/","Honda Civic  2004 VTi Oriel 1.6 for Sale","https://www.pakwheels.com/used-cars/honda-civic-2004-for-sale-in-gujranwala-6065940","Honda Civic VTi Oriel 1.6 2004","285,000 km","null","null","Petrol","Sialkot","Grey","1600 cc","null","null","null","4","https://www.pakwheels.com/used-cars/search/-/?page=4","PKR 13.75 lacs"
"1648913168-280","https://www.pakwheels.com/used-cars/search/-/","Toyota Prado  1991 TZ 3.0D for Sale","https://www.pakwheels.com/used-cars/toyota-prado-1991-for-sale-in-muzaffarabad-6065918","Toyota Prado TZ 3.0D 1991","326,000 km","null","null","null","Sindh","Red","2400 cc","Imported","null","null","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 21 lacs"
"1648913604-369","https://www.pakwheels.com/used-cars/search/-/","Daihatsu Cuore  2007 CX Ecomatic for Sale","https://www.pakwheels.com/used-cars/daihatsu-cuore-2007-for-sale-in-bahawalpur-6065982","Daihatsu Cuore CX Ecomatic 2007","112,000 km","Husaini chowk Ranger market hasil pur road","null","Petrol","Lahore","White","800 cc","null","null","Automatic","2","https://www.pakwheels.com/used-cars/search/-/?page=2","PKR 7.5 lacs"
"1648913346-316","https://www.pakwheels.com/used-cars/search/-/","Toyota Corolla  2012 GLi 1.3 VVTi for Sale","https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-taxila-6024125","Toyota Corolla GLi 1.3 VVTi 2012","156,000 km","null","null","Petrol","Islamabad","Grey","1300 cc","null","null","null","4","https://www.pakwheels.com/used-cars/search/-/?page=4","PKR 21.95 lacs"
"1648913515-351","https://www.pakwheels.com/used-cars/search/-/","Toyota Vitz  2009 F 1.0 for Sale","https://www.pakwheels.com/used-cars/toyota-vitz-2009-for-sale-in-karachi-6065975","Toyota Vitz F 1.0 2009","58,000 km","null","null","Petrol","Sindh","Black","1000 cc","Imported","null","Automatic","3","https://www.pakwheels.com/used-cars/search/-/?page=3","PKR 14.95 lacs"
"1648913278-302","https://www.pakwheels.com/used-cars/search/-/","Suzuki Mehran  2010 VXR (CNG) for Sale","https://www.pakwheels.com/used-cars/suzuki-mehran-2010-for-sale-in-peshawar-6065933","Suzuki Mehran VXR (CNG) 2010","120,000 km","null","null","Petrol","Islamabad","Silver","800 cc","null","null","null","4","https://www.pakwheels.com/used-cars/search/-/?page=4","PKR 6.7 lacs"
"1648913548-358","https://www.pakwheels.com/used-cars/search/-/","Honda Vezel  2016 Hybrid Z Honda Sensing  for ...","https://www.pakwheels.com/used-cars/honda-vezel-2016-for-sale-in-lahore-5948429","Honda Vezel Hybrid Z Honda Sensing  2016","39,780 km","null","null","null","Un-Registered","Silver","1500 cc","Imported","null","Automatic","3","https://www.pakwheels.com/used-cars/search/-/?page=3","PKR 50.75 lacs"
"1648913264-299","https://www.pakwheels.com/used-cars/search/-/","Suzuki Bolan  2021 VX Euro II for Sale","https://www.pakwheels.com/used-cars/suzuki-bolan-2021-for-sale-in-chakwal-6065931","Suzuki Bolan VX Euro II 2021","7,000 km","null","2021","Petrol","Islamabad","White","800 cc","null","null","null","4","https://www.pakwheels.com/used-cars/search/-/?page=4","PKR 12.8 lacs"
"1648913793-409","https://www.pakwheels.com/used-cars/search/-/","Toyota Hilux  2017 Revo V Automatic 3.0  for Sale","https://www.pakwheels.com/used-cars/toyota-hilux-2017-for-sale-in-lahore-6065977","Toyota Hilux Revo V Automatic 3.0  2017","60,000 km","34-A, Jail Road Lahore","null","null","Islamabad","Black","3000 cc","null","null","Automatic","","","PKR 72 lacs"
"1648913575-364","https://www.pakwheels.com/used-cars/search/-/","Toyota Hilux  2020 Revo V Automatic 2.8 for Sale","https://www.pakwheels.com/used-cars/toyota-hilux-2020-for-sale-in-karachi-5941093","Toyota Hilux Revo V Automatic 2.8 2020","18,800 km","Shara e Quaideen Road,Karachi","null","null","Karachi","White","2800 cc","null","null","Automatic","3","https://www.pakwheels.com/used-cars/search/-/?page=3","Call for price"
"1648913747-399","https://www.pakwheels.com/used-cars/search/-/","Suzuki Cultus  2020 Auto Gear Shift for Sale","https://www.pakwheels.com/used-cars/suzuki-cultus-2020-for-sale-in-karachi-6043123","Suzuki Cultus Auto Gear Shift 2020","28,000 km","null","null","Petrol","Karachi","White","1000 cc","null","null","Automatic","","","PKR 24.95 lacs"
"1648913798-410","https://www.pakwheels.com/used-cars/search/-/","Honda Vezel  2016 Hybrid Z for Sale","https://www.pakwheels.com/used-cars/honda-vezel-2016-for-sale-in-lahore-6065988","Honda Vezel Hybrid Z 2016","83,000 km","37-A Main Boulevard Shok Chowk Johar Town Lahore.","null","null","Un-Registered","Navy","1500 cc","Imported","null","Automatic","","","PKR 45 lacs"
"1648913374-322","https://www.pakwheels.com/used-cars/search/-/","Toyota Land Cruiser  2017 ZX for Sale","https://www.pakwheels.com/used-cars/toyota-land-cruiser-2017-for-sale-in-lahore-6053121","Toyota Land Cruiser ZX 2017","39,000 km","23-A Moulana Shoukat Ali Road Johar Town Lahore.","null","Petrol","Un-Registered","Pearl Black","4600 cc","Imported","null","Automatic","4","https://www.pakwheels.com/used-cars/search/-/?page=4","PKR 3.51 crore"
"1648913571-363","https://www.pakwheels.com/used-cars/search/-/","Toyota Raize  2021  for Sale","https://www.pakwheels.com/used-cars/toyota-raize-2021-for-sale-in-lahore-6065864","Toyota Raize 2021","1,700 km","189-B PakArab Society Ferozpur Road15-A Moulana Shoukat Ali Road","2021","Petrol","Un-Registered","Red","1000 cc","Imported","null","Automatic","3","https://www.pakwheels.com/used-cars/search/-/?page=3","PKR 43.95 lacs"
"1648913178-282","https://www.pakwheels.com/used-cars/search/-/","Honda Civic Rebirth 2015 VTi 1.8 i-VTEC for Sale","https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-lahore-6065919","Honda Civic VTi 1.8 i-VTEC 2015","88,000 km","null","null","Petrol","Lahore","White","1800 cc","null","null","null","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 24.65 lacs"
"1648913450-337","https://www.pakwheels.com/used-cars/search/-/","Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale","https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-gujranwala-6065961","Honda Civic Oriel 1.8 i-VTEC CVT 2018","52,000 km","null","null","Petrol","Punjab","White","1800 cc","null","null","Automatic","3","https://www.pakwheels.com/used-cars/search/-/?page=3","PKR 38.5 lacs"
"1648913557-360","https://www.pakwheels.com/used-cars/search/-/","Honda Civic  2022 RS for Sale","https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-multan-6040682","Honda Civic RS 2022","5 km","null","null","Petrol","Un-Registered","Grey","1500 cc","null","null","Automatic","3","https://www.pakwheels.com/used-cars/search/-/?page=3","PKR 73.5 lacs"
"1648913110-268","https://www.pakwheels.com/used-cars/search/-/","Mitsubishi Lancer  2005 GL for Sale","https://www.pakwheels.com/used-cars/mitsubishi-lancer-2005-for-sale-in-islamabad-6065907","Mitsubishi Lancer GL 2005","220,000 km","null","null","Petrol","Islamabad","Silver","1300 cc","null","null","null","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 11.5 lacs"
"1648913100-266","https://www.pakwheels.com/used-cars/search/-/","Toyota Corolla  1982 SE Saloon for Sale","https://www.pakwheels.com/used-cars/toyota-corolla-1982-for-sale-in-rawalpindi-6065905","Toyota Corolla SE Saloon 1982","224,000 km","null","null","Petrol","Islamabad","Magneta","1300 cc","Imported","null","null","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 8 lacs"
"1648913321-311","https://www.pakwheels.com/used-cars/search/-/","Toyota Corolla  2010 XLi VVTi for Sale","https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-karachi-6065943","Toyota Corolla XLi VVTi 2010","130,000 km","null","null","Petrol","Sindh","Black","1300 cc","null","null","null","4","https://www.pakwheels.com/used-cars/search/-/?page=4","PKR 15.4 lacs"
"1648913732-396","https://www.pakwheels.com/used-cars/search/-/","Toyota Corona  1994  for Sale","https://www.pakwheels.com/used-cars/toyota-corona-1994-for-sale-in-karachi-6065986","Toyota Corona 1994","1 km","null","null","Petrol","Karachi","Grey","1600 cc","null","null","null","","","PKR 14 lacs"
"1648913398-327","https://www.pakwheels.com/used-cars/search/-/","Changan Alsvin  2022 1.5L DCT Lumiere for Sale","https://www.pakwheels.com/used-cars/changan-alsvin-2022-for-sale-in-multan-6042129","Changan Alsvin 1.5L DCT Lumiere 2022","5 km","null","null","Petrol","Un-Registered","White","1500 cc","null","null","Automatic","4","https://www.pakwheels.com/used-cars/search/-/?page=4","PKR 30.8 lacs"
"1648913609-370","https://www.pakwheels.com/used-cars/search/-/","Honda Civic  2000 VTi Oriel Automatic 1.6 for ...","https://www.pakwheels.com/used-cars/honda-civic-2000-for-sale-in-islamabad-6065983","Honda Civic VTi Oriel Automatic 1.6 2000","257,000 km","null","null","Petrol","Islamabad","Grey","1600 cc","null","null","Automatic","2","https://www.pakwheels.com/used-cars/search/-/?page=2","PKR 11.45 lacs"
"1648913421-331","https://www.pakwheels.com/used-cars/search/-/","Toyota Aqua  2013 G for Sale","https://www.pakwheels.com/used-cars/toyota-aqua-2013-for-sale-in-karachi-6065952","Toyota Aqua G 2013","110,846 km","null","null","null","Karachi","White","1500 cc","Imported","null","Automatic","3","https://www.pakwheels.com/used-cars/search/-/?page=3","PKR 25.5 lacs"
"1648913335-314","https://www.pakwheels.com/used-cars/search/-/","Suzuki Mehran  2010 VXR (CNG) for Sale","https://www.pakwheels.com/used-cars/suzuki-mehran-2010-for-sale-in-gujranwala-6065945","Suzuki Mehran VXR (CNG) 2010","20,000 km","null","null","Petrol","Lahore","Grey","800 cc","null","null","null","4","https://www.pakwheels.com/used-cars/search/-/?page=4","PKR 6.5 lacs"
"1648913534-355","https://www.pakwheels.com/used-cars/search/-/","Suzuki Cultus  2016 Limited Edition for Sale","https://www.pakwheels.com/used-cars/suzuki-cultus-2016-for-sale-in-lahore-6065809","Suzuki Cultus Limited Edition 2016","66,000 km","null","null","Petrol","Lahore","White","1000 cc","null","null","null","3","https://www.pakwheels.com/used-cars/search/-/?page=3","PKR 12.8 lacs"
"1648913765-403","https://www.pakwheels.com/used-cars/search/-/","Toyota Prado  2013 TX 4.0 for Sale","https://www.pakwheels.com/used-cars/toyota-prado-2013-for-sale-in-lahore-6064487","Toyota Prado TX 4.0 2013","70,000 km","null","null","Petrol","Islamabad","White","4000 cc","Imported","null","Automatic","","","PKR 1.59 crore"
"1648913196-286","https://www.pakwheels.com/used-cars/search/-/","MG HS  2021 1.5 Turbo for Sale","https://www.pakwheels.com/used-cars/mg-hs-2021-for-sale-in-lahore-6042022","MG HS 1.5 Turbo 2021","5,000 km","null","2021","Petrol","Lahore","Black","1500 cc","Imported","null","Automatic","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 64 lacs"
"1648913661-381","https://www.pakwheels.com/used-cars/search/-/","Suzuki Cultus  2005 VXR for Sale","https://www.pakwheels.com/used-cars/suzuki-cultus-2005-for-sale-in-multan-6065991","Suzuki Cultus VXR 2005","496,000 km","null","null","Petrol","Faisalabad","Silver","1000 cc","null","null","null","","","PKR 5.5 lacs"
"1648913393-326","https://www.pakwheels.com/used-cars/search/-/","Honda Civic  2022 Oriel for Sale","https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-multan-6040592","Honda Civic Oriel 2022","5 km","null","null","Petrol","Un-Registered","Silver","1500 cc","null","null","Automatic","4","https://www.pakwheels.com/used-cars/search/-/?page=4","PKR 60.5 lacs"
"1648913201-287","https://www.pakwheels.com/used-cars/search/-/","Suzuki Alto  2018 L for Sale","https://www.pakwheels.com/used-cars/suzuki-alto-2018-for-sale-in-lahore-6060992","Suzuki Alto L 2018","77,308 km","189-B PakArab Society Ferozpur Road15-A Moulana Shoukat Ali Road","null","Petrol","Un-Registered","Blue","660 cc","Imported","null","Automatic","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 22.95 lacs"
"1648913775-405","https://www.pakwheels.com/used-cars/search/-/","Toyota Vitz  2019 F Limited 1.0 for Sale","https://www.pakwheels.com/used-cars/toyota-vitz-2019-for-sale-in-lahore-6033143","Toyota Vitz F Limited 1.0 2019","60,085 km","189-B PakArab Society Ferozpur Road15-A Moulana Shoukat Ali Road","null","Petrol","Un-Registered","Gold","1000 cc","Imported","null","Automatic","","","PKR 30.75 lacs"
"1648913445-336","https://www.pakwheels.com/used-cars/search/-/","Suzuki Cultus  2016 Limited Edition for Sale","https://www.pakwheels.com/used-cars/suzuki-cultus-2016-for-sale-in-karachi-6065960","Suzuki Cultus Limited Edition 2016","65,000 km","null","null","Petrol","Sindh","White","1000 cc","null","null","null","3","https://www.pakwheels.com/used-cars/search/-/?page=3","PKR 12.8 lacs"
"1648913751-400","https://www.pakwheels.com/used-cars/search/-/","Toyota Fortuner  2019 2.8 Sigma 4 for Sale","https://www.pakwheels.com/used-cars/toyota-fortuner-2019-for-sale-in-lahore-6066011","Toyota Fortuner 2.8 Sigma 4 2019","750,000 km","null","null","null","Islamabad","White","2800 cc","null","null","Automatic","","","PKR 96.85 lacs"
"1648913699-389","https://www.pakwheels.com/used-cars/search/-/","Proton Saga  2021 1.3L Standard M/T for Sale","https://www.pakwheels.com/used-cars/proton-saga-2021-for-sale-in-islamabad-5929550","Proton Saga 1.3L Standard M/T 2021","4,000 km","null","2021","Petrol","Islamabad","White","1300 cc","Imported","null","null","","","PKR 23.5 lacs"
"1648913192-285","https://www.pakwheels.com/used-cars/search/-/","Suzuki Every  2016 Join Turbo for Sale","https://www.pakwheels.com/used-cars/suzuki-every-2016-for-sale-in-lahore-6052476","Suzuki Every Join Turbo 2016","187,158 km","189-B PakArab Society Ferozpur Road15-A Moulana Shoukat Ali Road","null","Petrol","Un-Registered","White","660 cc","Imported","null","Automatic","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 19.25 lacs"
"1648913250-296","https://www.pakwheels.com/used-cars/search/-/","Toyota Corolla  2004 SE Saloon Automatic for Sale","https://www.pakwheels.com/used-cars/toyota-corolla-2004-for-sale-in-lahore-6065929","Toyota Corolla SE Saloon Automatic 2004","260,000 km","null","null","Petrol","Lahore","Metallic Green","1600 cc","null","null","Automatic","4","https://www.pakwheels.com/used-cars/search/-/?page=4","PKR 18.5 lacs"
"1648913670-383","https://www.pakwheels.com/used-cars/search/-/","Toyota Corolla  2016 Altis CVT-i 1.8 for Sale","https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-lahore-6059056","Toyota Corolla Altis Grande CVT-i 1.8 2016","159,000 km","null","null","Petrol","Punjab","White","1800 cc","null","null","Automatic","","","PKR 31 lacs"
"1648913713-392","https://www.pakwheels.com/used-cars/search/-/","Honda City  2022 1.5L CVT for Sale","https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-6065997","Honda City 1.5L CVT 2022","1 km","null","null","Petrol","Un-Registered","Grey","1500 cc","null","null","Automatic","","","PKR 35.2 lacs"
"1648913737-397","https://www.pakwheels.com/used-cars/search/-/","Honda Vezel  2014  for Sale","https://www.pakwheels.com/used-cars/honda-vezel-2014-for-sale-in-islamabad-6066008","Honda Vezel 2014","76,000 km","null","null","Petrol","Islamabad","White","1500 cc","Imported","null","Automatic","","","PKR 37 lacs"
"1648913082-262","https://www.pakwheels.com/used-cars/search/-/","Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale","https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-islamabad-6065901","Honda Civic Oriel 1.8 i-VTEC CVT 2019","31,595 km","null","null","Petrol","Islamabad","White","1800 cc","null","null","Automatic","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 37 lacs"
"1648913814-413","https://www.pakwheels.com/used-cars/search/-/","Nissan Note  2016 X for Sale","https://www.pakwheels.com/used-cars/nissan-note-2016-for-sale-in-lahore-6066010","Nissan Note X 2016","79,000 km","37-A Main Boulevard Shok Chowk Johar Town Lahore.","null","null","Punjab","Black","1200 cc","Imported","null","Automatic","","","PKR 31.5 lacs"
"1648913666-382","https://www.pakwheels.com/used-cars/search/-/","Suzuki Wagon R  2022 VXL for Sale","https://www.pakwheels.com/used-cars/suzuki-wagon-r-2022-for-sale-in-chishtian-6065992","Suzuki Wagon R VXL 2022","10 km","null","null","Petrol","Un-Registered","White","1000 cc","null","null","null","","","PKR 21.9 lacs"
"1648913628-374","https://www.pakwheels.com/used-cars/search/-/","Toyota Corolla  2002 GLi 1.3 for Sale","https://www.pakwheels.com/used-cars/toyota-corolla-2002-for-sale-in-swabi-6065989","Toyota Corolla GLi 1.3 2002","110,000 km","null","null","null","Islamabad","Silver","1300 cc","null","null","null","2","https://www.pakwheels.com/used-cars/search/-/?page=2","PKR 14.9 lacs"
"1648913211-289","https://www.pakwheels.com/used-cars/search/-/","Honda City  2017 1.3 i-VTEC for Sale","https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-islamabad-6064395","Honda City 1.3 i-VTEC 2017","72,000 km","null","null","Petrol","Islamabad","Black","1300 cc","null","null","null","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 26.5 lacs"
"1648913580-365","https://www.pakwheels.com/used-cars/search/-/","Honda CR-Z Sports Hybrid  2021 Alpha for Sale","https://www.pakwheels.com/used-cars/honda-cr-z-sports-hybrid-2021-for-sale-in-lahore-6065285","Honda CR-Z Sports Hybrid Alpha 2021","67,000 km","Main Boulevard DHA Lahore","2021","Petrol","Lahore","Yellow","1500 cc","Imported","Coupe","Automatic","3","https://www.pakwheels.com/used-cars/search/-/?page=3","PKR 24.25 lacs"
"1648913225-292","https://www.pakwheels.com/used-cars/search/-/","Mercedes Benz E Class 3rd (W211) Generation 20...","https://www.pakwheels.com/used-cars/mercedes-benz-e-class-2006-for-sale-in-lahore-5994436","Mercedes Benz E Class E200 2006","95,000 km","827-C Faisal Town Molana Shaukat Ali Road","null","Petrol","Lahore","Black","1800 cc","Imported","null","Automatic","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 36 lacs"
"1648913770-404","https://www.pakwheels.com/used-cars/search/-/","Honda City  2019 1.3 i-VTEC Prosmatec for Sale","https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-islamabad-6065946","Honda City 1.3 i-VTEC Prosmatec 2019","47,000 km","G/11 Markaz Near Punjab Bank Islamabad","null","Petrol","Islamabad","White","1300 cc","null","null","Automatic","","","PKR 27.95 lacs"
"1648913511-350","https://www.pakwheels.com/used-cars/search/-/","Honda Civic  2016 Oriel 1.8 i-VTEC CVT for Sale","https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-islamabad-6065974","Honda Civic Oriel 1.8 i-VTEC CVT 2016","69,500 km","null","null","Petrol","Lahore","White","1800 cc","null","null","Automatic","3","https://www.pakwheels.com/used-cars/search/-/?page=3","PKR 32.5 lacs"
"1648913722-394","https://www.pakwheels.com/used-cars/search/-/","Toyota Passo  2006 G 1.0 for Sale","https://www.pakwheels.com/used-cars/toyota-passo-2006-for-sale-in-karachi-6066006","Toyota Passo G 1.0 2006","98,000 km","null","null","Petrol","Karachi","Silver","1000 cc","Imported","null","Automatic","","","PKR 12.25 lacs"
"1648913360-319","https://www.pakwheels.com/used-cars/search/-/","Suzuki Alto  2013 ECO-L for Sale","https://www.pakwheels.com/used-cars/suzuki-alto-2013-for-sale-in-islamabad-6065720","Suzuki Alto ECO-L 2013","100,000 km","null","null","Petrol","Islamabad","Blue","660 cc","Imported","null","Automatic","4","https://www.pakwheels.com/used-cars/search/-/?page=4","PKR 14.75 lacs"
"1648913077-261","https://www.pakwheels.com/used-cars/search/-/","Honda City  2022 1.5L CVT for Sale","https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-6065900","Honda City 1.5L CVT 2022","1 km","null","null","Petrol","Un-Registered","White","1500 cc","null","null","Automatic","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 34.5 lacs"
"1648913566-362","https://www.pakwheels.com/used-cars/search/-/","Honda Civic Reborn 2009 VTi Oriel Prosmatec 1....","https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-karachi-6065845","Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2009","130,000 km","null","null","Petrol","Karachi","Silver","1800 cc","null","null","Automatic","3","https://www.pakwheels.com/used-cars/search/-/?page=3","PKR 15.5 lacs"
"1648913087-263","https://www.pakwheels.com/used-cars/search/-/","Honda City  2007 VTEC Steermatic for Sale","https://www.pakwheels.com/used-cars/honda-city-2007-for-sale-in-karachi-6065902","Honda City VTEC Steermatic 2007","111,000 km","null","null","Petrol","Sindh","Black","1500 cc","null","null","Automatic","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 13.35 lacs"
"1648913350-317","https://www.pakwheels.com/used-cars/search/-/","Toyota Hilux  2021  for Sale","https://www.pakwheels.com/used-cars/toyota-hilux-2021-for-sale-in-wah-cantt-6050575","Toyota Hilux 2021","2,900 km","null","2021","null","Un-Registered","White","2800 cc","null","null","Automatic","4","https://www.pakwheels.com/used-cars/search/-/?page=4","PKR 86.3 lacs"
"1648913473-342","https://www.pakwheels.com/used-cars/search/-/","Toyota Aqua  2013 G for Sale","https://www.pakwheels.com/used-cars/toyota-aqua-2013-for-sale-in-karachi-6065966","Toyota Aqua G 2013","110,646 km","null","null","null","Karachi","White","1500 cc","Imported","null","Automatic","3","https://www.pakwheels.com/used-cars/search/-/?page=3","PKR 25.5 lacs"
"1648913173-281","https://www.pakwheels.com/used-cars/search/-/","Honda City  2011  for Sale","https://www.pakwheels.com/used-cars/honda-city-2011-for-sale-in-rawalpindi-5850920","Honda City 2011","146,000 km","null","null","Petrol","Rawalpindi","Grey","1300 cc","null","null","null","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 18.8 lacs"
"1648913068-259","https://www.pakwheels.com/used-cars/search/-/","Honda City  2016 Aspire Prosmatec 1.5 i-VTEC f...","https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-pak-pattan-sharif-6065897","Honda City Aspire Prosmatec 1.5 i-VTEC 2016","90,000 km","null","null","Petrol","Lahore","White","1500 cc","null","null","Automatic","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 25.5 lacs"
"1648913623-373","https://www.pakwheels.com/used-cars/search/-/","Toyota Corolla  2015 GLi 1.3 VVTi for Sale","https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-dera-ismail-khan-1887044","Toyota Corolla GLi 1.3 VVTi 2015","26,000 km","null","null","Petrol","Islamabad","Grey","1300 cc","null","null","null","2","https://www.pakwheels.com/used-cars/search/-/?page=2","PKR 29.5 lacs"
"1648913497-347","https://www.pakwheels.com/used-cars/search/-/","Toyota Corolla  2017 XLi VVTi for Sale","https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-islamabad-6065970","Toyota Corolla XLi VVTi 2017","30,000 km","null","null","Petrol","Islamabad","White","1300 cc","null","null","null","3","https://www.pakwheels.com/used-cars/search/-/?page=3","PKR 29.5 lacs"
"1648913501-348","https://www.pakwheels.com/used-cars/search/-/","Toyota Vitz  2015 Jewela 1.0 for Sale","https://www.pakwheels.com/used-cars/toyota-vitz-2015-for-sale-in-karachi-5956109","Toyota Vitz Jewela 1.0 2015","67,000 km","Karachi","null","Petrol","Sindh","Unlisted","1500 cc","Imported","null","Automatic","3","https://www.pakwheels.com/used-cars/search/-/?page=3","PKR 23.5 lacs"
